"xyid","xseq","yseq"
"x = 7.2; y = 0.4; .1",7.2,0.4
"x = 7.2; y = 0.6; .1",7.2,0.6
"x = 7.2; y = 0.8; .1",7.2,0.8
"x = 7.2; y = 1.0; .1",7.2,1
"x = 7.2; y = 1.2; .1",7.2,1.2
"x = 7.2; y = 1.4; .1",7.2,1.4
"x = 7.2; y = 1.6; .1",7.2,1.6
"x = 7.2; y = 1.8; .1",7.2,1.8
"x = 7.2; y = 2.0; .1",7.2,2
"x = 7.2; y = 2.2; .1",7.2,2.2
"x = 7.2; y = 2.4; .1",7.2,2.4
"x = 7.2; y = 2.6; .1",7.2,2.6
"x = 7.2; y = 2.8; .1",7.2,2.8
"x = 7.2; y = 3.0; .1",7.2,3
"x = 7.2; y = 3.2; .1",7.2,3.2
"x = 7.2; y = 3.4; .1",7.2,3.4
"x = 7.2; y = 3.6; .1",7.2,3.6
"x = 7.2; y = 3.8; .1",7.2,3.8
"x = 7.2; y = 4.0; .1",7.2,4
"x = 7.2; y = 4.2; .1",7.2,4.2
"x = 7.2; y = 4.4; .1",7.2,4.4
"x = 7.2; y = 4.6; .1",7.2,4.6
"x = 7.2; y = 4.8; .1",7.2,4.8
"x = 7.2; y = 5.0; .1",7.2,5
"x = 7.2; y = 5.2; .1",7.2,5.2
"x = 7.2; y = 5.4; .1",7.2,5.4
"x = 7.2; y = 5.6; .1",7.2,5.6
"x = 7.2; y = 5.8; .1",7.2,5.8
"x = 7.2; y = 6.0; .1",7.2,6
"x = 7.2; y = 6.2; .1",7.2,6.2
"x = 7.2; y = 6.4; .1",7.2,6.4
"x = 7.2; y = 6.6; .1",7.2,6.6
"x = 7.2; y = 6.8; .1",7.2,6.8
"x = 7.2; y = 7.0; .1",7.2,7
"x = 7.2; y = 7.2; .1",7.2,7.2
"x = 7.2; y = 7.4; .1",7.2,7.4
"x = 7.2; y = 7.6; .1",7.2,7.6
"x = 7.2; y = 7.8; .1",7.2,7.8
"x = 7.2; y = 8.0; .1",7.2,8
"x = 7.2; y = 8.2; .1",7.2,8.2
"x = 7.2; y = 8.4; .1",7.2,8.4
"x = 7.2; y = 8.6; .1",7.2,8.6
"x = 7.2; y = 8.8; .1",7.2,8.8
"x = 7.2; y = 9.0; .1",7.2,9
"x = 7.2; y = 9.2; .1",7.2,9.2
"x = 7.2; y = 9.4; .1",7.2,9.4
"x = 7.2; y = 9.6; .1",7.2,9.6
"x = 7.2; y = 9.8; .1",7.2,9.8
"x = 7.4; y = 0.0; .1",7.4,0
"x = 7.4; y = 0.2; .1",7.4,0.2
"x = 7.4; y = 0.4; .1",7.4,0.4
"x = 7.4; y = 0.6; .1",7.4,0.6
"x = 7.4; y = 0.8; .1",7.4,0.8
"x = 7.4; y = 1.0; .1",7.4,1
"x = 7.4; y = 1.2; .1",7.4,1.2
"x = 7.4; y = 1.4; .1",7.4,1.4
"x = 7.4; y = 1.6; .1",7.4,1.6
"x = 7.4; y = 1.8; .1",7.4,1.8
"x = 7.4; y = 2.0; .1",7.4,2
"x = 7.4; y = 2.2; .1",7.4,2.2
"x = 7.4; y = 2.4; .1",7.4,2.4
"x = 7.4; y = 2.6; .1",7.4,2.6
"x = 7.4; y = 2.8; .1",7.4,2.8
"x = 7.4; y = 3.0; .1",7.4,3
"x = 7.4; y = 3.2; .1",7.4,3.2
"x = 7.4; y = 3.4; .1",7.4,3.4
"x = 7.4; y = 3.6; .1",7.4,3.6
"x = 7.4; y = 3.8; .1",7.4,3.8
"x = 7.4; y = 4.0; .1",7.4,4
"x = 7.4; y = 4.2; .1",7.4,4.2
"x = 7.4; y = 4.4; .1",7.4,4.4
"x = 7.4; y = 4.6; .1",7.4,4.6
"x = 7.4; y = 4.8; .1",7.4,4.8
"x = 7.4; y = 5.0; .1",7.4,5
"x = 7.4; y = 5.2; .1",7.4,5.2
"x = 7.4; y = 5.4; .1",7.4,5.4
"x = 7.4; y = 5.6; .1",7.4,5.6
"x = 7.4; y = 5.8; .1",7.4,5.8
"x = 7.4; y = 6.0; .1",7.4,6
"x = 7.4; y = 6.2; .1",7.4,6.2
"x = 7.4; y = 6.4; .1",7.4,6.4
"x = 7.4; y = 6.6; .1",7.4,6.6
"x = 7.4; y = 6.8; .1",7.4,6.8
"x = 7.4; y = 7.0; .1",7.4,7
"x = 7.4; y = 7.2; .1",7.4,7.2
"x = 7.4; y = 7.4; .1",7.4,7.4
"x = 7.4; y = 7.6; .1",7.4,7.6
"x = 7.4; y = 7.8; .1",7.4,7.8
"x = 7.4; y = 8.0; .1",7.4,8
"x = 7.4; y = 8.2; .1",7.4,8.2
"x = 7.4; y = 8.4; .1",7.4,8.4
"x = 7.4; y = 8.6; .1",7.4,8.6
"x = 7.4; y = 8.8; .1",7.4,8.8
"x = 7.4; y = 9.0; .1",7.4,9
"x = 7.4; y = 9.2; .1",7.4,9.2
"x = 7.4; y = 9.4; .1",7.4,9.4
"x = 7.4; y = 9.6; .1",7.4,9.6
"x = 7.4; y = 9.8; .1",7.4,9.8
"x = 7.6; y = 0.0; .1",7.6,0
"x = 7.6; y = 0.2; .1",7.6,0.2
"x = 7.6; y = 0.4; .1",7.6,0.4
"x = 7.6; y = 0.6; .1",7.6,0.6
"x = 7.6; y = 0.8; .1",7.6,0.8
"x = 7.6; y = 1.0; .1",7.6,1
"x = 7.6; y = 1.2; .1",7.6,1.2
"x = 7.6; y = 1.4; .1",7.6,1.4
"x = 7.6; y = 1.6; .1",7.6,1.6
"x = 7.6; y = 1.8; .1",7.6,1.8
"x = 7.6; y = 2.0; .1",7.6,2
"x = 7.6; y = 2.2; .1",7.6,2.2
"x = 7.6; y = 2.4; .1",7.6,2.4
"x = 7.6; y = 2.6; .1",7.6,2.6
"x = 7.6; y = 2.8; .1",7.6,2.8
"x = 7.6; y = 3.0; .1",7.6,3
"x = 7.6; y = 3.2; .1",7.6,3.2
"x = 7.6; y = 3.4; .1",7.6,3.4
"x = 7.6; y = 3.6; .1",7.6,3.6
"x = 7.6; y = 3.8; .1",7.6,3.8
"x = 7.6; y = 4.0; .1",7.6,4
"x = 7.6; y = 4.2; .1",7.6,4.2
"x = 7.6; y = 4.4; .1",7.6,4.4
"x = 7.6; y = 4.6; .1",7.6,4.6
"x = 7.6; y = 4.8; .1",7.6,4.8
"x = 7.6; y = 5.0; .1",7.6,5
"x = 7.6; y = 5.2; .1",7.6,5.2
"x = 7.6; y = 5.4; .1",7.6,5.4
"x = 7.6; y = 5.6; .1",7.6,5.6
"x = 7.6; y = 5.8; .1",7.6,5.8
"x = 7.6; y = 6.0; .1",7.6,6
"x = 7.6; y = 6.2; .1",7.6,6.2
"x = 7.6; y = 6.4; .1",7.6,6.4
"x = 7.6; y = 6.6; .1",7.6,6.6
"x = 7.6; y = 6.8; .1",7.6,6.8
"x = 7.6; y = 7.0; .1",7.6,7
"x = 7.6; y = 7.2; .1",7.6,7.2
"x = 7.6; y = 7.4; .1",7.6,7.4
"x = 7.6; y = 7.6; .1",7.6,7.6
"x = 7.6; y = 7.8; .1",7.6,7.8
"x = 7.6; y = 8.0; .1",7.6,8
"x = 7.6; y = 8.2; .1",7.6,8.2
"x = 7.6; y = 8.4; .1",7.6,8.4
"x = 7.6; y = 8.6; .1",7.6,8.6
"x = 7.6; y = 8.8; .1",7.6,8.8
"x = 7.6; y = 9.0; .1",7.6,9
"x = 7.6; y = 9.2; .1",7.6,9.2
"x = 7.6; y = 9.4; .1",7.6,9.4
"x = 7.6; y = 9.6; .1",7.6,9.6
"x = 7.6; y = 9.8; .1",7.6,9.8
"x = 7.8; y = 0.0; .1",7.8,0
"x = 7.8; y = 0.2; .1",7.8,0.2
"x = 7.8; y = 0.4; .1",7.8,0.4
"x = 7.8; y = 0.6; .1",7.8,0.6
"x = 7.8; y = 0.8; .1",7.8,0.8
"x = 7.8; y = 1.0; .1",7.8,1
"x = 7.8; y = 1.2; .1",7.8,1.2
"x = 7.8; y = 1.4; .1",7.8,1.4
"x = 7.8; y = 1.6; .1",7.8,1.6
"x = 7.8; y = 1.8; .1",7.8,1.8
"x = 7.8; y = 2.0; .1",7.8,2
"x = 7.8; y = 2.2; .1",7.8,2.2
"x = 7.8; y = 2.4; .1",7.8,2.4
"x = 7.8; y = 2.6; .1",7.8,2.6
"x = 7.8; y = 2.8; .1",7.8,2.8
"x = 7.8; y = 3.0; .1",7.8,3
"x = 7.8; y = 3.2; .1",7.8,3.2
"x = 7.8; y = 3.4; .1",7.8,3.4
"x = 7.8; y = 3.6; .1",7.8,3.6
"x = 7.8; y = 3.8; .1",7.8,3.8
"x = 7.8; y = 4.0; .1",7.8,4
"x = 7.8; y = 4.2; .1",7.8,4.2
"x = 7.8; y = 4.4; .1",7.8,4.4
"x = 7.8; y = 4.6; .1",7.8,4.6
"x = 7.8; y = 4.8; .1",7.8,4.8
"x = 7.8; y = 5.0; .1",7.8,5
"x = 7.8; y = 5.2; .1",7.8,5.2
"x = 7.8; y = 5.4; .1",7.8,5.4
"x = 7.8; y = 5.6; .1",7.8,5.6
"x = 7.8; y = 5.8; .1",7.8,5.8
"x = 7.8; y = 6.0; .1",7.8,6
"x = 7.8; y = 6.2; .1",7.8,6.2
"x = 7.8; y = 6.4; .1",7.8,6.4
"x = 7.8; y = 6.6; .1",7.8,6.6
"x = 7.8; y = 6.8; .1",7.8,6.8
"x = 7.8; y = 7.0; .1",7.8,7
"x = 7.8; y = 7.2; .1",7.8,7.2
"x = 7.8; y = 7.4; .1",7.8,7.4
"x = 7.8; y = 7.6; .1",7.8,7.6
"x = 7.8; y = 7.8; .1",7.8,7.8
"x = 7.8; y = 8.0; .1",7.8,8
"x = 7.8; y = 8.2; .1",7.8,8.2
"x = 7.8; y = 8.4; .1",7.8,8.4
"x = 7.8; y = 8.6; .1",7.8,8.6
"x = 7.8; y = 8.8; .1",7.8,8.8
"x = 7.8; y = 9.0; .1",7.8,9
"x = 7.8; y = 9.2; .1",7.8,9.2
"x = 7.8; y = 9.4; .1",7.8,9.4
"x = 7.8; y = 9.6; .1",7.8,9.6
"x = 7.8; y = 9.8; .1",7.8,9.8
"x = 8.0; y = 0.0; .1",8,0
"x = 8.0; y = 0.2; .1",8,0.2
"x = 8.0; y = 0.4; .1",8,0.4
"x = 8.0; y = 0.6; .1",8,0.6
"x = 8.0; y = 0.8; .1",8,0.8
"x = 8.0; y = 1.0; .1",8,1
"x = 8.0; y = 1.2; .1",8,1.2
"x = 8.0; y = 1.4; .1",8,1.4
"x = 8.0; y = 1.6; .1",8,1.6
"x = 8.0; y = 1.8; .1",8,1.8
"x = 8.0; y = 2.0; .1",8,2
"x = 8.0; y = 2.2; .1",8,2.2
"x = 8.0; y = 2.4; .1",8,2.4
"x = 8.0; y = 2.6; .1",8,2.6
"x = 8.0; y = 2.8; .1",8,2.8
"x = 8.0; y = 3.0; .1",8,3
"x = 8.0; y = 3.2; .1",8,3.2
"x = 8.0; y = 3.4; .1",8,3.4
"x = 8.0; y = 3.6; .1",8,3.6
"x = 8.0; y = 3.8; .1",8,3.8
"x = 8.0; y = 4.0; .1",8,4
"x = 8.0; y = 4.2; .1",8,4.2
"x = 8.0; y = 4.4; .1",8,4.4
"x = 8.0; y = 4.6; .1",8,4.6
"x = 8.0; y = 4.8; .1",8,4.8
"x = 8.0; y = 5.0; .1",8,5
"x = 8.0; y = 5.2; .1",8,5.2
"x = 8.0; y = 5.4; .1",8,5.4
"x = 8.0; y = 5.6; .1",8,5.6
"x = 8.0; y = 5.8; .1",8,5.8
"x = 8.0; y = 6.0; .1",8,6
"x = 8.0; y = 6.2; .1",8,6.2
"x = 8.0; y = 6.4; .1",8,6.4
"x = 8.0; y = 6.6; .1",8,6.6
"x = 8.0; y = 6.8; .1",8,6.8
"x = 8.0; y = 7.0; .1",8,7
"x = 8.0; y = 7.2; .1",8,7.2
"x = 8.0; y = 7.4; .1",8,7.4
"x = 8.0; y = 7.6; .1",8,7.6
"x = 8.0; y = 7.8; .1",8,7.8
"x = 8.0; y = 8.0; .1",8,8
"x = 8.0; y = 8.2; .1",8,8.2
"x = 8.0; y = 8.4; .1",8,8.4
"x = 8.0; y = 8.6; .1",8,8.6
"x = 8.0; y = 8.8; .1",8,8.8
"x = 8.0; y = 9.0; .1",8,9
"x = 8.0; y = 9.2; .1",8,9.2
"x = 8.0; y = 9.4; .1",8,9.4
"x = 8.0; y = 9.6; .1",8,9.6
"x = 8.0; y = 9.8; .1",8,9.8
"x = 8.2; y = 0.0; .1",8.2,0
"x = 8.2; y = 0.2; .1",8.2,0.2
"x = 8.2; y = 0.4; .1",8.2,0.4
"x = 8.2; y = 0.6; .1",8.2,0.6
"x = 8.2; y = 0.8; .1",8.2,0.8
"x = 8.2; y = 1.0; .1",8.2,1
"x = 8.2; y = 1.2; .1",8.2,1.2
"x = 8.2; y = 1.4; .1",8.2,1.4
"x = 8.2; y = 1.6; .1",8.2,1.6
"x = 8.2; y = 1.8; .1",8.2,1.8
"x = 8.2; y = 2.0; .1",8.2,2
"x = 8.2; y = 2.2; .1",8.2,2.2
"x = 8.2; y = 2.4; .1",8.2,2.4
"x = 8.2; y = 2.6; .1",8.2,2.6
"x = 8.2; y = 2.8; .1",8.2,2.8
"x = 8.2; y = 3.0; .1",8.2,3
"x = 8.2; y = 3.2; .1",8.2,3.2
"x = 8.2; y = 3.4; .1",8.2,3.4
"x = 8.2; y = 3.6; .1",8.2,3.6
"x = 8.2; y = 3.8; .1",8.2,3.8
"x = 8.2; y = 4.0; .1",8.2,4
"x = 8.2; y = 4.2; .1",8.2,4.2
"x = 8.2; y = 4.4; .1",8.2,4.4
"x = 8.2; y = 4.6; .1",8.2,4.6
"x = 8.2; y = 4.8; .1",8.2,4.8
"x = 8.2; y = 5.0; .1",8.2,5
"x = 8.2; y = 5.2; .1",8.2,5.2
"x = 8.2; y = 5.4; .1",8.2,5.4
"x = 8.2; y = 5.6; .1",8.2,5.6
"x = 8.2; y = 5.8; .1",8.2,5.8
"x = 8.2; y = 6.0; .1",8.2,6
"x = 8.2; y = 6.2; .1",8.2,6.2
"x = 8.2; y = 6.4; .1",8.2,6.4
"x = 8.2; y = 6.6; .1",8.2,6.6
"x = 8.2; y = 6.8; .1",8.2,6.8
"x = 8.2; y = 7.0; .1",8.2,7
"x = 8.2; y = 7.2; .1",8.2,7.2
"x = 8.2; y = 7.4; .1",8.2,7.4
"x = 8.2; y = 7.6; .1",8.2,7.6
"x = 8.2; y = 7.8; .1",8.2,7.8
"x = 8.2; y = 8.0; .1",8.2,8
"x = 8.2; y = 8.2; .1",8.2,8.2
"x = 8.2; y = 8.4; .1",8.2,8.4
"x = 8.2; y = 8.6; .1",8.2,8.6
"x = 8.2; y = 8.8; .1",8.2,8.8
"x = 8.2; y = 9.0; .1",8.2,9
"x = 8.2; y = 9.2; .1",8.2,9.2
"x = 8.2; y = 9.4; .1",8.2,9.4
"x = 8.2; y = 9.6; .1",8.2,9.6
"x = 8.2; y = 9.8; .1",8.2,9.8
"x = 8.4; y = 0.0; .1",8.4,0
"x = 8.4; y = 0.2; .1",8.4,0.2
"x = 8.4; y = 0.4; .1",8.4,0.4
"x = 8.4; y = 0.6; .1",8.4,0.6
"x = 8.4; y = 0.8; .1",8.4,0.8
"x = 8.4; y = 1.0; .1",8.4,1
"x = 8.4; y = 1.2; .1",8.4,1.2
"x = 8.4; y = 1.4; .1",8.4,1.4
"x = 8.4; y = 1.6; .1",8.4,1.6
"x = 8.4; y = 1.8; .1",8.4,1.8
"x = 8.4; y = 2.0; .1",8.4,2
"x = 8.4; y = 2.2; .1",8.4,2.2
"x = 8.4; y = 2.4; .1",8.4,2.4
"x = 8.4; y = 2.6; .1",8.4,2.6
"x = 8.4; y = 2.8; .1",8.4,2.8
"x = 8.4; y = 3.0; .1",8.4,3
"x = 8.4; y = 3.2; .1",8.4,3.2
"x = 8.4; y = 3.4; .1",8.4,3.4
"x = 8.4; y = 3.6; .1",8.4,3.6
"x = 8.4; y = 3.8; .1",8.4,3.8
"x = 8.4; y = 4.0; .1",8.4,4
"x = 8.4; y = 4.2; .1",8.4,4.2
"x = 8.4; y = 4.4; .1",8.4,4.4
"x = 8.4; y = 4.6; .1",8.4,4.6
"x = 8.4; y = 4.8; .1",8.4,4.8
"x = 8.4; y = 5.0; .1",8.4,5
"x = 8.4; y = 5.2; .1",8.4,5.2
"x = 8.4; y = 5.4; .1",8.4,5.4
"x = 8.4; y = 5.6; .1",8.4,5.6
"x = 8.4; y = 5.8; .1",8.4,5.8
"x = 8.4; y = 6.0; .1",8.4,6
"x = 8.4; y = 6.2; .1",8.4,6.2
"x = 8.4; y = 6.4; .1",8.4,6.4
"x = 8.4; y = 6.6; .1",8.4,6.6
"x = 8.4; y = 6.8; .1",8.4,6.8
"x = 8.4; y = 7.0; .1",8.4,7
"x = 8.4; y = 7.2; .1",8.4,7.2
"x = 8.4; y = 7.4; .1",8.4,7.4
"x = 8.4; y = 7.6; .1",8.4,7.6
"x = 8.4; y = 7.8; .1",8.4,7.8
"x = 8.4; y = 8.0; .1",8.4,8
"x = 8.4; y = 8.2; .1",8.4,8.2
"x = 8.4; y = 8.4; .1",8.4,8.4
"x = 8.4; y = 8.6; .1",8.4,8.6
"x = 8.4; y = 8.8; .1",8.4,8.8
"x = 8.4; y = 9.0; .1",8.4,9
"x = 8.4; y = 9.2; .1",8.4,9.2
"x = 8.4; y = 9.4; .1",8.4,9.4
"x = 8.4; y = 9.6; .1",8.4,9.6
"x = 8.4; y = 9.8; .1",8.4,9.8
"x = 8.6; y = 0.0; .1",8.6,0
"x = 8.6; y = 0.2; .1",8.6,0.2
"x = 8.6; y = 0.4; .1",8.6,0.4
"x = 8.6; y = 0.6; .1",8.6,0.6
"x = 8.6; y = 0.8; .1",8.6,0.8
"x = 8.6; y = 1.0; .1",8.6,1
"x = 8.6; y = 1.2; .1",8.6,1.2
"x = 8.6; y = 1.4; .1",8.6,1.4
"x = 8.6; y = 1.6; .1",8.6,1.6
"x = 8.6; y = 1.8; .1",8.6,1.8
"x = 8.6; y = 2.0; .1",8.6,2
"x = 8.6; y = 2.2; .1",8.6,2.2
"x = 8.6; y = 2.4; .1",8.6,2.4
"x = 8.6; y = 2.6; .1",8.6,2.6
"x = 8.6; y = 2.8; .1",8.6,2.8
"x = 8.6; y = 3.0; .1",8.6,3
"x = 8.6; y = 3.2; .1",8.6,3.2
"x = 8.6; y = 3.4; .1",8.6,3.4
"x = 8.6; y = 3.6; .1",8.6,3.6
"x = 8.6; y = 3.8; .1",8.6,3.8
"x = 8.6; y = 4.0; .1",8.6,4
"x = 8.6; y = 4.2; .1",8.6,4.2
"x = 8.6; y = 4.4; .1",8.6,4.4
"x = 8.6; y = 4.6; .1",8.6,4.6
"x = 8.6; y = 4.8; .1",8.6,4.8
"x = 8.6; y = 5.0; .1",8.6,5
"x = 8.6; y = 5.2; .1",8.6,5.2
"x = 8.6; y = 5.4; .1",8.6,5.4
"x = 8.6; y = 5.6; .1",8.6,5.6
"x = 8.6; y = 5.8; .1",8.6,5.8
"x = 8.6; y = 6.0; .1",8.6,6
"x = 8.6; y = 6.2; .1",8.6,6.2
"x = 8.6; y = 6.4; .1",8.6,6.4
"x = 8.6; y = 6.6; .1",8.6,6.6
"x = 8.6; y = 6.8; .1",8.6,6.8
"x = 8.6; y = 7.0; .1",8.6,7
"x = 8.6; y = 7.2; .1",8.6,7.2
"x = 8.6; y = 7.4; .1",8.6,7.4
"x = 8.6; y = 7.6; .1",8.6,7.6
"x = 8.6; y = 7.8; .1",8.6,7.8
"x = 8.6; y = 8.0; .1",8.6,8
"x = 8.6; y = 8.2; .1",8.6,8.2
"x = 8.6; y = 8.4; .1",8.6,8.4
"x = 8.6; y = 8.6; .1",8.6,8.6
"x = 8.6; y = 8.8; .1",8.6,8.8
"x = 8.6; y = 9.0; .1",8.6,9
"x = 8.6; y = 9.2; .1",8.6,9.2
"x = 8.6; y = 9.4; .1",8.6,9.4
"x = 8.6; y = 9.6; .1",8.6,9.6
"x = 8.6; y = 9.8; .1",8.6,9.8
"x = 8.8; y = 0.0; .1",8.8,0
"x = 8.8; y = 0.2; .1",8.8,0.2
"x = 8.8; y = 0.4; .1",8.8,0.4
"x = 8.8; y = 0.6; .1",8.8,0.6
"x = 8.8; y = 0.8; .1",8.8,0.8
"x = 8.8; y = 1.0; .1",8.8,1
"x = 8.8; y = 1.2; .1",8.8,1.2
"x = 8.8; y = 1.4; .1",8.8,1.4
"x = 8.8; y = 1.6; .1",8.8,1.6
"x = 8.8; y = 1.8; .1",8.8,1.8
"x = 8.8; y = 2.0; .1",8.8,2
"x = 8.8; y = 2.2; .1",8.8,2.2
"x = 8.8; y = 2.4; .1",8.8,2.4
"x = 8.8; y = 2.6; .1",8.8,2.6
"x = 8.8; y = 2.8; .1",8.8,2.8
"x = 8.8; y = 3.0; .1",8.8,3
"x = 8.8; y = 3.2; .1",8.8,3.2
"x = 8.8; y = 3.4; .1",8.8,3.4
"x = 8.8; y = 3.6; .1",8.8,3.6
"x = 8.8; y = 3.8; .1",8.8,3.8
"x = 8.8; y = 4.0; .1",8.8,4
"x = 8.8; y = 4.2; .1",8.8,4.2
"x = 8.8; y = 4.4; .1",8.8,4.4
"x = 8.8; y = 4.6; .1",8.8,4.6
"x = 8.8; y = 4.8; .1",8.8,4.8
"x = 8.8; y = 5.0; .1",8.8,5
"x = 8.8; y = 5.2; .1",8.8,5.2
"x = 8.8; y = 5.4; .1",8.8,5.4
"x = 8.8; y = 5.6; .1",8.8,5.6
"x = 8.8; y = 5.8; .1",8.8,5.8
"x = 8.8; y = 6.0; .1",8.8,6
"x = 8.8; y = 6.2; .1",8.8,6.2
"x = 8.8; y = 6.4; .1",8.8,6.4
"x = 8.8; y = 6.6; .1",8.8,6.6
"x = 8.8; y = 6.8; .1",8.8,6.8
"x = 8.8; y = 7.0; .1",8.8,7
"x = 8.8; y = 7.2; .1",8.8,7.2
"x = 8.8; y = 7.4; .1",8.8,7.4
"x = 8.8; y = 7.6; .1",8.8,7.6
"x = 8.8; y = 7.8; .1",8.8,7.8
"x = 8.8; y = 8.0; .1",8.8,8
"x = 8.8; y = 8.2; .1",8.8,8.2
"x = 8.8; y = 8.4; .1",8.8,8.4
"x = 8.8; y = 8.6; .1",8.8,8.6
"x = 8.8; y = 8.8; .1",8.8,8.8
"x = 8.8; y = 9.0; .1",8.8,9
"x = 8.8; y = 9.2; .1",8.8,9.2
"x = 8.8; y = 9.4; .1",8.8,9.4
"x = 8.8; y = 9.6; .1",8.8,9.6
"x = 8.8; y = 9.8; .1",8.8,9.8
"x = 9.0; y = 0.0; .1",9,0
"x = 9.0; y = 0.2; .1",9,0.2
"x = 9.0; y = 0.4; .1",9,0.4
"x = 9.0; y = 0.6; .1",9,0.6
"x = 9.0; y = 0.8; .1",9,0.8
"x = 9.0; y = 1.0; .1",9,1
"x = 9.0; y = 1.2; .1",9,1.2
"x = 9.0; y = 1.4; .1",9,1.4
"x = 9.0; y = 1.6; .1",9,1.6
"x = 9.0; y = 1.8; .1",9,1.8
"x = 9.0; y = 2.0; .1",9,2
"x = 9.0; y = 2.2; .1",9,2.2
"x = 9.0; y = 2.4; .1",9,2.4
"x = 9.0; y = 2.6; .1",9,2.6
"x = 9.0; y = 2.8; .1",9,2.8
"x = 9.0; y = 3.0; .1",9,3
"x = 9.0; y = 3.2; .1",9,3.2
"x = 9.0; y = 3.4; .1",9,3.4
"x = 9.0; y = 3.6; .1",9,3.6
"x = 9.0; y = 3.8; .1",9,3.8
"x = 9.0; y = 4.0; .1",9,4
"x = 9.0; y = 4.2; .1",9,4.2
"x = 9.0; y = 4.4; .1",9,4.4
"x = 9.0; y = 4.6; .1",9,4.6
"x = 9.0; y = 4.8; .1",9,4.8
"x = 9.0; y = 5.0; .1",9,5
"x = 9.0; y = 5.2; .1",9,5.2
"x = 9.0; y = 5.4; .1",9,5.4
"x = 9.0; y = 5.6; .1",9,5.6
"x = 9.0; y = 5.8; .1",9,5.8
"x = 9.0; y = 6.0; .1",9,6
"x = 9.0; y = 6.2; .1",9,6.2
"x = 9.0; y = 6.4; .1",9,6.4
"x = 9.0; y = 6.6; .1",9,6.6
"x = 9.0; y = 6.8; .1",9,6.8
"x = 9.0; y = 7.0; .1",9,7
"x = 9.0; y = 7.2; .1",9,7.2
"x = 9.0; y = 7.4; .1",9,7.4
"x = 9.0; y = 7.6; .1",9,7.6
"x = 9.0; y = 7.8; .1",9,7.8
"x = 9.0; y = 8.0; .1",9,8
"x = 9.0; y = 8.2; .1",9,8.2
"x = 9.0; y = 8.4; .1",9,8.4
"x = 9.0; y = 8.6; .1",9,8.6
"x = 9.0; y = 8.8; .1",9,8.8
"x = 9.0; y = 9.0; .1",9,9
"x = 9.0; y = 9.2; .1",9,9.2
"x = 9.0; y = 9.4; .1",9,9.4
"x = 9.0; y = 9.6; .1",9,9.6
"x = 9.0; y = 9.8; .1",9,9.8
"x = 9.2; y = 0.0; .1",9.2,0
"x = 9.2; y = 0.2; .1",9.2,0.2
"x = 9.2; y = 0.4; .1",9.2,0.4
"x = 9.2; y = 0.6; .1",9.2,0.6
"x = 9.2; y = 0.8; .1",9.2,0.8
"x = 9.2; y = 1.0; .1",9.2,1
"x = 9.2; y = 1.2; .1",9.2,1.2
"x = 9.2; y = 1.4; .1",9.2,1.4
"x = 9.2; y = 1.6; .1",9.2,1.6
"x = 9.2; y = 1.8; .1",9.2,1.8
"x = 9.2; y = 2.0; .1",9.2,2
"x = 9.2; y = 2.2; .1",9.2,2.2
"x = 9.2; y = 2.4; .1",9.2,2.4
"x = 9.2; y = 2.6; .1",9.2,2.6
"x = 9.2; y = 2.8; .1",9.2,2.8
"x = 9.2; y = 3.0; .1",9.2,3
"x = 9.2; y = 3.2; .1",9.2,3.2
"x = 9.2; y = 3.4; .1",9.2,3.4
"x = 9.2; y = 3.6; .1",9.2,3.6
"x = 9.2; y = 3.8; .1",9.2,3.8
"x = 9.2; y = 4.0; .1",9.2,4
"x = 9.2; y = 4.2; .1",9.2,4.2
"x = 9.2; y = 4.4; .1",9.2,4.4
"x = 9.2; y = 4.6; .1",9.2,4.6
"x = 9.2; y = 4.8; .1",9.2,4.8
"x = 9.2; y = 5.0; .1",9.2,5
"x = 9.2; y = 5.2; .1",9.2,5.2
"x = 9.2; y = 5.4; .1",9.2,5.4
"x = 9.2; y = 5.6; .1",9.2,5.6
"x = 9.2; y = 5.8; .1",9.2,5.8
"x = 9.2; y = 6.0; .1",9.2,6
"x = 9.2; y = 6.2; .1",9.2,6.2
"x = 9.2; y = 6.4; .1",9.2,6.4
"x = 9.2; y = 6.6; .1",9.2,6.6
"x = 9.2; y = 6.8; .1",9.2,6.8
"x = 9.2; y = 7.0; .1",9.2,7
"x = 9.2; y = 7.2; .1",9.2,7.2
"x = 9.2; y = 7.4; .1",9.2,7.4
"x = 9.2; y = 7.6; .1",9.2,7.6
"x = 9.2; y = 7.8; .1",9.2,7.8
"x = 9.2; y = 8.0; .1",9.2,8
"x = 9.2; y = 8.2; .1",9.2,8.2
"x = 9.2; y = 8.4; .1",9.2,8.4
"x = 9.2; y = 8.6; .1",9.2,8.6
"x = 9.2; y = 8.8; .1",9.2,8.8
"x = 9.2; y = 9.0; .1",9.2,9
"x = 9.2; y = 9.2; .1",9.2,9.2
"x = 9.2; y = 9.4; .1",9.2,9.4
"x = 9.2; y = 9.6; .1",9.2,9.6
"x = 9.2; y = 9.8; .1",9.2,9.8
"x = 9.4; y = 0.0; .1",9.4,0
"x = 9.4; y = 0.2; .1",9.4,0.2
"x = 9.4; y = 0.4; .1",9.4,0.4
"x = 9.4; y = 0.6; .1",9.4,0.6
"x = 9.4; y = 0.8; .1",9.4,0.8
"x = 9.4; y = 1.0; .1",9.4,1
